client_employee_id|punch_apply_date|rolling_avg_7day_hours
505688|2025-09-17|6.185
505688|2025-09-18|6.906666666666666
505688|2025-09-19|6.93
505688|2025-09-22|7.18
505688|2025-09-22|7.346666666666667
505688|2025-09-23|7.137142857142857
505688|2025-09-23|7.002857142857143
505688|2025-09-24|6.812857142857143
505688|2025-09-24|6.222857142857143
505690|2025-09-13|8.48
505690|2025-09-14|8.475
505690|2025-09-15|8.473333333333333
505690|2025-09-16|8.4725
505690|2025-09-17|8.488
505690|2025-09-18|8.485
505690|2025-09-19|8.484285714285715
505690|2025-09-20|8.48
505690|2025-09-21|8.477142857142857
505690|2025-09-23|8.481428571428571
505690|2025-09-23|8.485714285714286
505690|2025-09-24|8.478571428571428
505690|2025-09-24|8.482857142857142
505690|2025-09-25|8.485714285714286
505690|2025-09-25|8.492857142857144
505690|2025-09-26|8.5
505690|2025-09-26|8.5
505690|2025-09-27|8.5
505690|2025-09-28|8.5
505690|2025-10-01|8.5
505690|2025-10-02|8.5
505690|2025-10-03|8.5
505690|2025-10-08|8.5
505690|2025-10-09|8.5
505690|2025-10-10|8.5
505690|2025-10-11|8.5
505690|2025-10-12|8.5
505690|2025-10-15|8.5
505690|2025-10-16|8.5
506390|2025-06-05|8.0
506390|2025-06-06|8.0
506390|2025-06-09|8.0
506390|2025-06-10|8.0
506423|2025-04-18|8.58
506423|2025-04-21|8.29
506423|2025-04-22|8.193333333333333
506423|2025-04-23|8.145
506423|2025-04-24|8.116
506423|2025-04-25|8.096666666666668
506423|2025-04-28|8.168571428571429
506423|2025-04-29|8.175714285714285
506423|2025-04-30|8.258571428571429
506423|2025-05-01|8.34142857142857
506423|2025-05-02|8.424285714285714
506423|2025-05-05|8.507142857142856
506423|2025-05-06|8.59
506423|2025-05-07|8.587142857142856
506423|2025-05-08|8.58
506423|2025-05-09|8.58
506423|2025-05-12|8.58
506423|2025-05-13|8.58
506423|2025-05-14|8.58
506423|2025-05-15|8.575714285714286
506423|2025-05-16|8.574285714285715
506423|2025-05-19|8.43142857142857
506423|2025-05-20|8.43142857142857
506423|2025-05-21|8.062857142857142
506423|2025-05-22|8.062857142857142
506423|2025-05-23|7.418571428571429
506423|2025-05-26|7.34
506423|2025-05-27|7.344285714285714
506423|2025-05-28|6.9871428571428575
506423|2025-05-29|6.9871428571428575
506423|2025-05-30|7.355714285714286
506423|2025-06-02|7.344285714285714
506423|2025-06-03|7.988571428571428
506423|2025-06-04|8.071428571428571
506423|2025-06-05|8.06857142857143
506423|2025-06-06|8.56857142857143
506423|2025-06-09|8.56857142857143
506423|2025-06-10|8.56857142857143
506423|2025-06-11|8.582857142857144
506423|2025-06-12|8.582857142857144
506423|2025-06-13|8.582857142857144
506423|2025-06-16|8.582857142857144
506423|2025-06-17|8.582857142857144
506423|2025-06-18|8.582857142857144
506423|2025-06-19|8.5
506423|2025-06-20|8.497142857142856
506423|2025-06-23|7.854285714285714
506423|2025-06-24|7.854285714285714
506423|2025-06-25|7.821428571428571
506423|2025-06-26|7.824285714285715
506423|2025-06-27|7.822857142857143
506423|2025-06-30|7.905714285714286
506423|2025-07-01|7.905714285714286
506423|2025-07-02|8.548571428571428
506423|2025-07-03|7.965714285714285
506423|2025-07-04|7.9157142857142855
506423|2025-07-07|7.83
506423|2025-07-08|7.748571428571428
506423|2025-07-09|7.6657142857142855
506423|2025-07-10|7.582857142857143
506423|2025-07-11|7.5
506423|2025-09-15|7.718571428571429
506423|2025-09-16|7.801428571428572
506423|2025-09-18|7.777142857142857
506423|2025-09-19|7.855714285714286
506423|2025-09-22|7.57
506423|2025-09-22|7.284285714285715
506423|2025-09-23|7.36
506423|2025-09-23|7.717142857142857
506423|2025-09-25|7.7057142857142855
506423|2025-09-25|7.801428571428572
506423|2025-09-26|7.7942857142857145
506423|2025-09-26|8.151428571428571
506423|2025-09-29|8.151428571428571
506423|2025-09-30|8.147142857142857
506423|2025-10-02|8.142857142857142
506423|2025-10-03|8.142857142857142
506423|2025-10-06|7.785714285714286
506423|2025-10-06|7.428571428571429
506423|2025-10-07|7.428571428571429
506423|2025-10-09|7.785714285714286
506423|2025-10-10|7.785714285714286
506423|2025-10-13|7.428571428571429
506423|2025-10-14|7.428571428571429
506423|2025-10-16|7.785714285714286
506444|2025-04-18|8.7
506444|2025-04-19|8.79
506444|2025-04-20|8.676666666666666
506444|2025-04-22|8.7525
506444|2025-04-23|8.742
506444|2025-04-24|8.765
506444|2025-04-25|8.748571428571429
506444|2025-04-28|8.73857142857143
506444|2025-04-29|8.784285714285714
506444|2025-04-30|8.877142857142857
506444|2025-05-01|8.862857142857143
506444|2025-05-02|8.715714285714286
506444|2025-05-04|8.764285714285714
506444|2025-05-05|8.67142857142857
506444|2025-05-06|8.67
506444|2025-05-07|8.498571428571429
506444|2025-05-08|8.552857142857142
506444|2025-05-09|8.495714285714286
506444|2025-05-12|8.71
506444|2025-05-13|8.464285714285714
506444|2025-05-14|8.56
506444|2025-05-16|8.611428571428572
506444|2025-05-17|8.768571428571429
506444|2025-05-18|8.692857142857143
506444|2025-05-20|8.784285714285714
506444|2025-05-21|8.75
506444|2025-05-22|8.964285714285714
506444|2025-05-23|8.978571428571428
506444|2025-05-26|8.962857142857143
506444|2025-05-27|8.894285714285715
506444|2025-05-28|8.93
506444|2025-05-29|8.96
506444|2025-05-30|8.827142857142857
506444|2025-06-02|8.858571428571429
506444|2025-06-03|8.748571428571429
506444|2025-06-04|8.8
506444|2025-06-05|8.772857142857143
506444|2025-06-06|8.797142857142857
506444|2025-06-09|8.742857142857144
506444|2025-06-10|8.874285714285714
506444|2025-06-11|8.7
506444|2025-06-13|8.971428571428572
506444|2025-06-14|8.905714285714286
506444|2025-06-15|8.958571428571428
506444|2025-06-17|8.934285714285714
506444|2025-06-18|8.872857142857143
506444|2025-06-19|8.941428571428572
506444|2025-06-20|9.095714285714285
506444|2025-06-23|8.93142857142857
506444|2025-06-24|8.95
506444|2025-06-25|8.942857142857143
506444|2025-06-26|8.86
506444|2025-06-27|8.85
506444|2025-06-30|8.65
506444|2025-07-01|8.495714285714286
506444|2025-07-02|8.388571428571428
506444|2025-07-03|8.26
506444|2025-07-04|8.152857142857142
506444|2025-07-08|8.242857142857144
506444|2025-09-15|8.86
506444|2025-09-16|8.838571428571429
506444|2025-09-17|8.974285714285715
506444|2025-09-18|9.052857142857142
506444|2025-09-19|9.131428571428572
506444|2025-09-22|9.277142857142858
506444|2025-09-22|9.244285714285715
506444|2025-09-23|8.652857142857142
506444|2025-09-23|8.764285714285714
506444|2025-09-24|8.768571428571429
506444|2025-09-24|8.83
506444|2025-09-25|8.822857142857142
506444|2025-09-25|8.748571428571429
506444|2025-09-26|8.674285714285714
506444|2025-09-26|8.655714285714286
506444|2025-09-29|8.637142857142857
506444|2025-09-30|8.56857142857143
506444|2025-10-01|8.5
506444|2025-10-03|8.5
506444|2025-10-04|8.5
506444|2025-10-04|8.5
506444|2025-10-05|8.5
506444|2025-10-05|8.5
506444|2025-10-07|8.5
506444|2025-10-08|8.5
506444|2025-10-09|8.5
506444|2025-10-10|8.5
506444|2025-10-13|8.5
506444|2025-10-14|8.5
506444|2025-10-15|8.5
506444|2025-10-16|8.5
507210|2025-09-15|8.75
507210|2025-09-16|8.46
507210|2025-09-17|8.423333333333334
507210|2025-09-18|8.3175
507210|2025-09-19|8.3
507210|2025-09-23|8.341666666666667
507210|2025-09-23|8.371428571428572
507210|2025-09-24|7.735714285714286
507210|2025-09-24|7.182857142857143
507210|2025-09-25|7.204285714285715
507210|2025-09-25|7.275714285714286
507210|2025-09-26|7.314285714285714
507210|2025-09-26|7.307142857142857
507226|2025-09-15|4.28
507226|2025-09-16|6.615
507226|2025-09-17|7.303333333333334
507226|2025-09-18|7.8825
507226|2025-09-19|8.216
507226|2025-09-22|8.313333333333333
507226|2025-09-22|8.382857142857143
507226|2025-09-23|9.018571428571429
507226|2025-09-23|8.987142857142857
507226|2025-09-24|8.821428571428571
507226|2025-09-24|8.521428571428572
507226|2025-09-25|8.371428571428572
507226|2025-09-25|8.32857142857143
507226|2025-09-26|8.285714285714286
507226|2025-09-26|8.252857142857144
507271|2025-09-15|10.03
507271|2025-09-17|9.35
507271|2025-09-22|9.19
507271|2025-09-22|9.11
507271|2025-09-24|9.198
507271|2025-09-24|9.256666666666666
507271|2025-09-29|9.14857142857143
507271|2025-10-01|8.93
507271|2025-10-06|8.905714285714286
507271|2025-10-06|8.852857142857143
507271|2025-10-08|8.8
507271|2025-10-13|8.65
507271|2025-10-15|8.5
507272|2025-09-15|8.7
507272|2025-09-17|8.685
507272|2025-09-18|8.69
507272|2025-09-19|6.61
507272|2025-09-19|7.044
507272|2025-09-22|7.278333333333333
507272|2025-09-22|7.445714285714286
507272|2025-09-23|7.474285714285714
507272|2025-09-23|7.507142857142857
507272|2025-09-24|7.525714285714286
507272|2025-09-24|7.5042857142857144
507272|2025-09-24|6.281428571428571
507272|2025-09-24|6.335714285714285
507272|2025-09-25|5.735714285714286
507272|2025-09-25|5.071428571428571
507272|2025-09-26|5.014285714285714
507272|2025-09-26|4.967142857142857
507272|2025-09-30|6.15
507272|2025-10-01|7.332857142857143
507272|2025-10-02|7.285714285714286
507272|2025-10-03|7.892857142857143
507272|2025-10-06|8.5
507272|2025-10-06|8.5
507272|2025-10-07|8.5
507272|2025-10-08|8.5
507272|2025-10-09|8.5
507272|2025-10-10|8.5
507272|2025-10-13|8.5
507272|2025-10-14|8.5
507272|2025-10-15|8.5
507272|2025-10-16|8.5
507273|2025-09-15|8.65
507273|2025-09-16|8.9
507273|2025-09-17|8.856666666666667
507273|2025-09-18|8.825
507273|2025-09-19|8.796
507273|2025-09-22|7.55
507273|2025-09-22|7.7214285714285715
507273|2025-09-22|7.735714285714286
507273|2025-09-22|6.617142857142857
507273|2025-09-23|6.674285714285714
507273|2025-09-23|6.7371428571428575
507273|2025-09-24|6.7371428571428575
507273|2025-09-24|7.788571428571428
507273|2025-09-25|7.752857142857143
507273|2025-09-25|7.717142857142857
507273|2025-09-26|8.742857142857144
507273|2025-09-26|8.647142857142857
507273|2025-09-29|8.551428571428572
507273|2025-09-30|8.525714285714285
507273|2025-10-01|8.5
507273|2025-10-02|8.5
507273|2025-10-03|8.5
507273|2025-10-06|8.5
507273|2025-10-06|8.5
507273|2025-10-07|8.5
507273|2025-10-08|8.5
507273|2025-10-09|8.5
507273|2025-10-10|8.5
507273|2025-10-13|8.5
507273|2025-10-14|8.5
507273|2025-10-15|8.5
507273|2025-10-16|8.5
507472|2025-09-15|8.93
507472|2025-09-16|9.215
507472|2025-09-17|9.16
507472|2025-09-18|9.1125
507472|2025-09-19|9.05
507472|2025-09-20|8.405
507472|2025-09-22|8.464285714285714
507472|2025-09-22|8.448571428571428
507472|2025-09-23|8.312857142857142
507472|2025-09-23|8.241428571428571
507472|2025-09-24|8.21
507472|2025-09-24|8.202857142857143
507472|2025-09-25|8.677142857142858
507472|2025-09-25|8.631428571428572
507472|2025-09-26|8.585714285714285
507472|2025-09-26|8.57857142857143
518|2025-09-15|12.53
518|2025-09-17|12.515
518|2025-09-20|12.536666666666667
518|2025-09-21|12.5275
518|2025-09-22|12.462
518|2025-09-22|12.418333333333333
518|2025-09-23|11.787142857142857
518|2025-09-23|11.14
518|2025-09-27|11.14
518|2025-09-28|11.128571428571428
518|2025-09-29|11.128571428571428
518|2025-10-04|11.17142857142857
518|2025-10-04|11.214285714285714
518|2025-10-05|11.857142857142858
518|2025-10-05|12.5
518|2025-10-06|12.5
518|2025-10-06|12.5
518|2025-10-11|12.5
518|2025-10-12|12.5
518|2025-10-13|12.5
68|2025-09-14|7.38
68|2025-09-17|7.54
68|2025-09-19|8.06
68|2025-09-20|8.0575
68|2025-09-21|7.942
68|2025-09-26|7.785
68|2025-09-26|7.672857142857143
68|2025-09-27|7.618571428571428
68|2025-09-28|7.518571428571429
68|2025-10-01|7.218571428571429
68|2025-10-03|7.0685714285714285
68|2025-10-04|7.0
68|2025-10-04|7.0
68|2025-10-05|7.0
68|2025-10-05|7.0
68|2025-10-07|7.0
68|2025-10-10|7.0
68|2025-10-11|7.0
68|2025-10-12|7.0
68|2025-10-16|7.0
747|2025-09-17|12.22
747|2025-09-18|12.31
747|2025-09-20|12.396666666666667
747|2025-09-21|12.4525
747|2025-09-24|12.352
747|2025-09-24|12.285
747|2025-09-26|12.315714285714286
747|2025-09-26|12.355714285714285
747|2025-09-27|12.37
747|2025-09-29|12.36
747|2025-10-01|12.342857142857143
747|2025-10-03|12.42142857142857
747|2025-10-04|11.285714285714286
747|2025-10-04|10.071428571428571
747|2025-10-06|10.071428571428571
747|2025-10-06|10.071428571428571
747|2025-10-08|10.071428571428571
747|2025-10-11|10.071428571428571
772|2025-09-16|9.57
772|2025-09-17|9.775
772|2025-09-18|9.993333333333334
772|2025-09-23|10.0575
772|2025-09-23|10.096
772|2025-09-24|10.135
772|2025-09-24|10.162857142857144
772|2025-09-25|10.295714285714286
772|2025-09-25|10.37
772|2025-10-01|10.38
772|2025-10-02|10.415714285714285
772|2025-10-07|10.451428571428572
772|2025-10-08|10.475714285714286
772|2025-10-09|10.5
80|2025-10-01|9.0
80|2025-10-08|9.0
80|2025-10-15|9.0
